nama_wilayah,nama_tahun,jenis_kelamin,persentasi
Mojokerto,2019,laki_laki,43.79
Jombang,2019,laki_laki,39.16
Nganjuk,2019,laki_laki,30.92
Madiun,2019,laki_laki,36.42
Magetan,2019,laki_laki,29.64
Ngawi,2019,laki_laki,25.77
Bojonegoro,2019,laki_laki,27.64
Tuban,2019,laki_laki,25.59
Lamongan,2019,laki_laki,32.92
Gresik,2019,laki_laki,53.72
Bangkalan,2019,laki_laki,25.26
Sampang,2019,laki_laki,15.51
Pamekasan,2019,laki_laki,28.51
Sumenep,2019,laki_laki,23.37
Kota Kediri,2019,laki_laki,53.49
Kota Blitar,2019,laki_laki,56.14
Kota Malang,2019,laki_laki,56.74
Kota Probolinggo,2019,laki_laki,47.57
Kota Pasuruan,2019,laki_laki,48.96
Kota Mojokerto,2019,laki_laki,65.29
Kota Madiun,2019,laki_laki,71.64
Kota Surabaya,2019,laki_laki,60.45
Kota Batu,2019,laki_laki,45.64
BANTEN,2019,laki_laki,43.97
Pandeglang,2019,laki_laki,20.75
Lebak,2019,laki_laki,17.48
Tangerang,2019,laki_laki,35.89
Serang,2019,laki_laki,29.15
Kota Tangerang,2019,laki_laki,66.04
Kota Cilegon,2019,laki_laki,56.59
Kota Serang,2019,laki_laki,40.24
Kota Tangerang Selatan,2019,laki_laki,74.14
BALI,2019,laki_laki,52.36
Jembrana,2019,laki_laki,45.67
Tabanan,2019,laki_laki,51.08
Badung,2019,laki_laki,67.69
Gianyar,2019,laki_laki,51.5
Klungkung,2019,laki_laki,52.25
Bangli,2019,laki_laki,32.69
Karangasem,2019,laki_laki,32.84
Buleleng,2019,laki_laki,33.2
Kota Denpasar,2019,laki_laki,71.22
NUSA TENGGARA BARAT,2019,laki_laki,38.4
Lombok Barat,2019,laki_laki,38.66
Lombok Tengah,2019,laki_laki,30.56
Lombok Timur,2019,laki_laki,31.68
Sumbawa,2019,laki_laki,36.65
Dompu,2019,laki_laki,51.43
Bima,2019,laki_laki,44.08
Sumbawa Barat,2019,laki_laki,46.1
Lombok Utara,2019,laki_laki,28.01
Kota Mataram,2019,laki_laki,51
Kota Bima,2019,laki_laki,66.22
NUSA TENGGARA TIMUR,2019,laki_laki,33.72
Sumba Barat,2019,laki_laki,32.58
Sumba Timur,2019,laki_laki,27.41
Kupang,2019,laki_laki,36.67
Timor Tengah Selatan,2019,laki_laki,28.16
Timor Tengah Utara,2019,laki_laki,30.7
Belu,2019,laki_laki,29.98
Alor,2019,laki_laki,36.77
Lembata,2019,laki_laki,39.61
Flores Timur,2019,laki_laki,38.19
Sikka,2019,laki_laki,29.59
Ende,2019,laki_laki,33.17
Ngada,2019,laki_laki,34.08
Manggarai,2019,laki_laki,29.36
Rote Ndao,2019,laki_laki,32.12
Manggarai Barat,2019,laki_laki,25.09
Sumba Tengah,2019,laki_laki,27.63
Sumba Barat Daya,2019,laki_laki,17.21
Nagekeo,2019,laki_laki,29.3
Manggarai Timur,2019,laki_laki,25.23
Sabu Raijua,2019,laki_laki,27.95
Malaka,2019,laki_laki,33.3
Kota Kupang,2019,laki_laki,70.46
KALIMANTAN BARAT,2019,laki_laki,32.78
Sambas,2019,laki_laki,26.32
Bengkayang,2019,laki_laki,28.7
Landak,2019,laki_laki,27.47
Mempawah,2019,laki_laki,27.18
Sanggau,2019,laki_laki,26.06
Ketapang,2019,laki_laki,29.44
Sintang,2019,laki_laki,24.94
Kapuas Hulu,2019,laki_laki,33.92
Sekadau,2019,laki_laki,24.79
Melawi,2019,laki_laki,27.52
Kayong Utara,2019,laki_laki,24.14
Kubu Raya,2019,laki_laki,32.33
Kota Pontianak,2019,laki_laki,61.42
Kota Singkawang,2019,laki_laki,38.96
KALIMANTAN TENGAH,2019,laki_laki,37.15
Kotawaringin Barat,2019,laki_laki,43.01
Kotawaringin Timur,2019,laki_laki,33.63
Kapuas,2019,laki_laki,26.88
Barito Selatan,2019,laki_laki,38.55
Barito Utara,2019,laki_laki,36.66
Sukamara,2019,laki_laki,38.07
Lamandau,2019,laki_laki,33.26
Seruyan,2019,laki_laki,30.26
Katingan,2019,laki_laki,29.66
Pulang Pisau,2019,laki_laki,29.37
Gunung Mas,2019,laki_laki,34.78
Barito Timur,2019,laki_laki,42.4
Murung Raya,2019,laki_laki,26.12
Kota Palangka Raya,2019,laki_laki,65.68
KALIMANTAN SELATAN,2019,laki_laki,37.86
Tanah Laut,2019,laki_laki,28.44
Kotabaru,2019,laki_laki,31.79
Banjar,2019,laki_laki,33.4
Barito Kuala,2019,laki_laki,26.56
Tapin,2019,laki_laki,36.68
Hulu Sungai Selatan,2019,laki_laki,29
Hulu Sungai Tengah,2019,laki_laki,35.78
Hulu Sungai Utara,2019,laki_laki,26.51
Tabalong,2019,laki_laki,43.94
Tanah Bumbu,2019,laki_laki,34.42
Balangan,2019,laki_laki,33.11
Kota Banjarmasin,2019,laki_laki,53.83
Kota Banjar Baru,2019,laki_laki,61.95
KALIMANTAN TIMUR,2019,laki_laki,56.35
Paser,2019,laki_laki,39.41
Kutai Barat,2019,laki_laki,41.99
Kutai Kartanegara,2019,laki_laki,52.09
Kutai Timur,2019,laki_laki,50.05
Berau,2019,laki_laki,54.68
Penajam Paser Utara,2019,laki_laki,41
Mahakam Ulu,2019,laki_laki,39.08
Kota Balikpapan,2019,laki_laki,70.04
Kota Samarinda,2019,laki_laki,62.53
Kota Bontang,2019,laki_laki,68.2
KALIMANTAN UTARA,2019,laki_laki,46.04
Malinau,2019,laki_laki,43.99
Bulungan,2019,laki_laki,46.39
Tana Tidung,2019,laki_laki,45.16
Nunukan,2019,laki_laki,35.76
Kota Tarakan,2019,laki_laki,54.66
SULAWESI UTARA,2019,laki_laki,45.95
Bolaang Mongondow,2019,laki_laki,25.05
Minahasa,2019,laki_laki,44.12
Kepulauan Sangihe,2019,laki_laki,35.75
Kepulauan Talaud,2019,laki_laki,42.98
Minahasa Selatan,2019,laki_laki,36.12
Minahasa Utara,2019,laki_laki,52.88
Bolaang Mongondow Utara,2019,laki_laki,29.56
Siau Tagulandang Biaro,2019,laki_laki,38.05
Minahasa Tenggara,2019,laki_laki,36.61
Bolaang Mongondow Selatan,2019,laki_laki,24.89
Bolaang Mongondow Timur,2019,laki_laki,22.6
Kota Manado,2019,laki_laki,70.61
Kota Bitung,2019,laki_laki,54.02
Kota Tomohon,2019,laki_laki,60.64
Kota Kotamobagu,2019,laki_laki,49.49
SULAWESI TENGAH,2019,laki_laki,39.05
Banggai Kepulauan,2019,laki_laki,32.96
Banggai,2019,laki_laki,36.53
Morowali,2019,laki_laki,40.35
Poso,2019,laki_laki,44.32
Donggala,2019,laki_laki,29.84
Toli-Toli,2019,laki_laki,34.14
Buol,2019,laki_laki,32.43
Parigi Moutong,2019,laki_laki,29.76
Tojo Una-Una,2019,laki_laki,28.46
Sigi,2019,laki_laki,36.23
Banggai Laut,2019,laki_laki,37.23
Morowali Utara,2019,laki_laki,41.55
Kota Palu,2019,laki_laki,70.09
SULAWESI SELATAN,2019,laki_laki,40.79
Kepulauan Selayar,2019,laki_laki,38.3
Bulukumba,2019,laki_laki,33.82
Bantaeng,2019,laki_laki,25.23
Jeneponto,2019,laki_laki,25.72
Takalar,2019,laki_laki,33.05
Gowa,2019,laki_laki,40.41
Sinjai,2019,laki_laki,29.77
Maros,2019,laki_laki,36.89
Pangkajene dan Kepulauan,2019,laki_laki,36.63
Barru,2019,laki_laki,33.91
Bone,2019,laki_laki,28
Soppeng,2019,laki_laki,33.25
Wajo,2019,laki_laki,22.76
Sidenreng Rappang,2019,laki_laki,32.5
Pinrang,2019,laki_laki,33.8
Enrekang,2019,laki_laki,48.09
Luwu,2019,laki_laki,39.27
Tana Toraja,2019,laki_laki,40.26
Luwu Utara,2019,laki_laki,32.88
Luwu Timur,2019,laki_laki,43.8
Toraja Utara,2019,laki_laki,43.05
Kota Makasar,2019,laki_laki,67.28
Kota Parepare,2019,laki_laki,56.73
Kota Palopo,2019,laki_laki,65.3
SULAWESI TENGGARA,2019,laki_laki,47.02
Buton,2019,laki_laki,38.86
Muna,2019,laki_laki,47.77
Konawe,2019,laki_laki,48.07
Kolaka,2019,laki_laki,42.19
Konawe Selatan,2019,laki_laki,38.41
Bombana,2019,laki_laki,33.93
Wakatobi,2019,laki_laki,37.66
Kolaka Utara,2019,laki_laki,38.69
Buton Utara,2019,laki_laki,49.15
Konawe Utara,2019,laki_laki,46.87
Kolaka Timur,2019,laki_laki,40.22
Konawe Kepulauan,2019,laki_laki,45.53
Muna Barat,2019,laki_laki,28.84
Buton Tengah,2019,laki_laki,26.24
Buton Selatan,2019,laki_laki,33.49
Kota Kendari,2019,laki_laki,75.12
Kota Baubau,2019,laki_laki,67.1
GORONTALO,2019,laki_laki,31.68
Boalemo,2019,laki_laki,21.29
Gorontalo,2019,laki_laki,28.12
Pohuwato,2019,laki_laki,27.45
Bone Bolango,2019,laki_laki,32.3
Gorontalo Utara,2019,laki_laki,21.07
Kota Gorontalo,2019,laki_laki,54.38
SULAWESI BARAT,2019,laki_laki,34.39
Majene,2019,laki_laki,37.78
Polewali Mandar,2019,laki_laki,33.05
Mamasa,2019,laki_laki,41.82
Mamuju,2019,laki_laki,34.21
Mamuju Utara / Pasangkayu,2019,laki_laki,34.82
Mamuju Tengah,2019,laki_laki,25.84
MALUKU,2019,laki_laki,53.36
Maluku Tenggara Barat / Kepulauan Tanimbar,2019,laki_laki,46.96
Maluku Tenggara,2019,laki_laki,47.41
Maluku Tengah,2019,laki_laki,49.18
Buru,2019,laki_laki,42.98
Kepulauan Aru,2019,laki_laki,36.28
Seram Bagian Barat,2019,laki_laki,38.46
Seram Bagian Timur,2019,laki_laki,35.53
Maluku Barat Daya,2019,laki_laki,29.57
Buru Selatan,2019,laki_laki,37.83
Kota Ambon,2019,laki_laki,79.25
Kota Tual,2019,laki_laki,60.93
MALUKU UTARA,2019,laki_laki,45.36
Halmahera Barat,2019,laki_laki,42.55
Halmahera Tengah,2019,laki_laki,42.64
Kepulauan Sula,2019,laki_laki,39.57
Halmahera Selatan,2019,laki_laki,34.17
Halmahera Utara,2019,laki_laki,40.66
Halmahera Timur,2019,laki_laki,34.3
Pulau Morotai,2019,laki_laki,28.95
Pulau Taliabu,2019,laki_laki,27.76
Kota Ternate,2019,laki_laki,77.43
Kota Tidore Kepulauan,2019,laki_laki,45.2
PAPUA BARAT,2019,laki_laki,56.65
Fakfak,2019,laki_laki,50.92
Kaimana,2019,laki_laki,51.55
Teluk Wondama,2019,laki_laki,48.34
Teluk Bintuni,2019,laki_laki,55.21
Manokwari,2019,laki_laki,62.63
Sorong Selatan,2019,laki_laki,45.7
Sorong,2019,laki_laki,43.52
Raja Ampat,2019,laki_laki,45.55
Tambrauw,2019,laki_laki,39.48
Maybrat,2019,laki_laki,56.24
Manokwari Selatan,2019,laki_laki,54.06
Pegunungan Arfak,2019,laki_laki,38.67
Kota Sorong,2019,laki_laki,68.52
PAPUA,2019,laki_laki,38.81
Merauke,2019,laki_laki,42.34
Jayawijaya,2019,laki_laki,38.02
Jayapura,2019,laki_laki,59.27
Nabire,2019,laki_laki,56.18
Kepulauan Yapen,2019,laki_laki,53.68
Biak Numfor,2019,laki_laki,68.16
Paniai,2019,laki_laki,26.22
Puncak Jaya,2019,laki_laki,14.27
Mimika,2019,laki_laki,63.04
Boven Digoel,2019,laki_laki,48.38
Mappi,2019,laki_laki,19.77
Asmat,2019,laki_laki,19.61
Yahukimo,2019,laki_laki,20.18
Pegunungan Bintang,2019,laki_laki,27.7
Tolikara,2019,laki_laki,18.26
Sarmi,2019,laki_laki,45.86
Keerom,2019,laki_laki,37.86
Waropen,2019,laki_laki,51.16
Supiori,2019,laki_laki,49.88
Mamberamo Raya,2019,laki_laki,22.23
Nduga,2019,laki_laki,4.21
Lanny Jaya,2019,laki_laki,20.9
Mamberamo Tengah,2019,laki_laki,25.75
Yalimo,2019,laki_laki,21.14
Puncak,2019,laki_laki,15.2
Dogiyai,2019,laki_laki,13.98
Intan Jaya,2019,laki_laki,18.62
Deiyai,2019,laki_laki,13.72
Kota Jayapura,2019,laki_laki,75.25
INDONESIA,2019,laki_laki,39.77
ACEH,2019,perempuan,36.87
Simeulue,2019,perempuan,30.25
Aceh Singkil,2019,perempuan,34.21
Aceh Selatan,2019,perempuan,36.68
Aceh Tenggara,2019,perempuan,30.57
Aceh Timur,2019,perempuan,19.49
Aceh Tengah,2019,perempuan,38.4
Aceh Barat,2019,perempuan,34.34
Aceh Besar,2019,perempuan,51.84
Pidie,2019,perempuan,20.98
Bireuen,2019,perempuan,40.18
Aceh Utara,2019,perempuan,29.77
Aceh Barat Daya,2019,perempuan,34.71
Gayo Lues,2019,perempuan,34.75
Aceh Tamiang,2019,perempuan,37.41
Nagan Raya,2019,perempuan,35.96
Aceh Jaya,2019,perempuan,32.87
Bener Meriah,2019,perempuan,43.29
Pidie Jaya,2019,perempuan,31.61
Kota Banda Aceh,2019,perempuan,67.19
Kota Sabang,2019,perempuan,58.78
Kota Langsa,2019,perempuan,59.85
Kota Lhokseumawe,2019,perempuan,47.47
Kota Subulussalam,2019,perempuan,35.56
SUMATERA UTARA,2019,perempuan,45.65
Nias,2019,perempuan,15.89
Mandailing Natal,2019,perempuan,30.38
Tapanuli Selatan,2019,perempuan,38.22
Tapanuli Tengah,2019,perempuan,38.06
Tapanuli Utara,2019,perempuan,47.57
Toba Samosir / Toba,2019,perempuan,54.63
Labuhan Batu,2019,perempuan,41.96
Asahan,2019,perempuan,33.78
Simalungun,2019,perempuan,46.33
Dairi,2019,perempuan,43.98
Karo,2019,perempuan,48.59
Deli Serdang,2019,perempuan,50.77
Langkat,2019,perempuan,36.23
Nias Selatan,2019,perempuan,21.99
Humbang Hasundutan,2019,perempuan,45.93
Pakpak Bharat,2019,perempuan,35.17
Samosir,2019,perempuan,42.95
Serdang Bedagai,2019,perempuan,34.5
Batu Bara,2019,perempuan,30.79
Padang Lawas Utara,2019,perempuan,38.97
Padang Lawas,2019,perempuan,30.04
Labuhan Batu Selatan,2019,perempuan,34.61
Labuhan Batu Utara,2019,perempuan,29.05
Nias Utara,2019,perempuan,16.78
Nias Barat,2019,perempuan,16.36
Kota Sibolga,2019,perempuan,54.12
Kota Tanjung Balai,2019,perempuan,44.3
Kota Pematang Siantar,2019,perempuan,64.12
Kota Tebing Tinggi,2019,perempuan,52.68
Kota Medan,2019,perempuan,66.78
Kota Binjai,2019,perempuan,55.99
Kota Padangsidimpuan,2019,perempuan,55.42
Kota Gunungsitoli,2019,perempuan,34.22
SUMATERA BARAT,2019,perempuan,40.37
Kepulauan Mentawai,2019,perempuan,23.35
Pesisir Selatan,2019,perempuan,37.5
Solok,2019,perempuan,30.49
Sijunjung,2019,perempuan,31.31
Tanah Datar,2019,perempuan,39.52
Padang Pariaman,2019,perempuan,34.25
Agam,2019,perempuan,42.08
Lima Puluh Kota,2019,perempuan,28.11
Pasaman,2019,perempuan,31.5
Solok Selatan,2019,perempuan,31.42
Dharmasraya,2019,perempuan,33.06
Pasaman Barat,2019,perempuan,35.18
Kota Padang,2019,perempuan,55.94
Kota Solok,2019,perempuan,53.56
Kota Sawah Lunto,2019,perempuan,51.27
Kota Padang Panjang,2019,perempuan,61.68
Kota Bukittinggi,2019,perempuan,59.09
Kota Payakumbuh,2019,perempuan,61.21
Kota Pariaman,2019,perempuan,53.64
RIAU,2019,perempuan,38.56
Kuantan Singingi,2019,perempuan,36.39
Indragiri Hulu,2019,perempuan,29.97
Indragiri Hilir,2019,perempuan,20.76
Pelalawan,2019,perempuan,33.11
Siak,2019,perempuan,40.43
Kampar,2019,perempuan,38.01
Rokan Hulu,2019,perempuan,27.15
Bengkalis,2019,perempuan,45.58
Rokan Hilir,2019,perempuan,28.61
Kepulauan Meranti,2019,perempuan,23.97
Kota Pekanbaru,2019,perempuan,64.49
Kota Dumai,2019,perempuan,51.1
JAMBI,2019,perempuan,32.03
Kerinci,2019,perempuan,29.33
Merangin,2019,perempuan,22.58
Sarolangun,2019,perempuan,25.05
Batang Hari,2019,perempuan,28.83
Muaro Jambi,2019,perempuan,28.41
Tanjung Jabung Timur,2019,perempuan,17.35
Tanjung Jabung Barat,2019,perempuan,19.25
Tebo,2019,perempuan,20.33
Bungo,2019,perempuan,26.71
Kota Jambi,2019,perempuan,63.83
Kota Sungai Penuh,2019,perempuan,53.74
SUMATERA SELATAN,2019,perempuan,29.86
Ogan Komering Ulu,2019,perempuan,33.96
Ogan Komering Ilir,2019,perempuan,13.98
Muara Enim,2019,perempuan,26.84
Lahat,2019,perempuan,32.07
Musi Rawas,2019,perempuan,21.9
Musi Banyuasin,2019,perempuan,19.49
Banyu Asin,2019,perempuan,21.91
Ogan Komering Ulu Selatan,2019,perempuan,20.38
Ogan Komering Ulu Timur,2019,perempuan,21.66
Ogan Ilir,2019,perempuan,22.2
Empat Lawang,2019,perempuan,18.29
Penukal Abab Lematang Ilir,2019,perempuan,22.15
Musi Rawas Utara,2019,perempuan,15.89
Kota Palembang,2019,perempuan,52.86
Kota Prabumulih,2019,perempuan,47.43
Kota Pagar Alam,2019,perempuan,38.34
Kota Lubuklinggau,2019,perempuan,47.56
BENGKULU,2019,perempuan,35.81
Bengkulu Selatan,2019,perempuan,38.58
Rejang Lebong,2019,perempuan,34.12
Bengkulu Utara,2019,perempuan,25.04
Kaur,2019,perempuan,31.21
Seluma,2019,perempuan,27.1
Mukomuko,2019,perempuan,28.86
Lebong,2019,perempuan,25.96
Kepahiang,2019,perempuan,26.06
Bengkulu Tengah,2019,perempuan,22.39
Kota Bengkulu,2019,perempuan,65.46
LAMPUNG,2019,perempuan,26.1
Lampung Barat,2019,perempuan,24.82
Tanggamus,2019,perempuan,17.84
Lampung Selatan,2019,perempuan,22.39
Lampung Timur,2019,perempuan,19.56
Lampung Tengah,2019,perempuan,22.75
Lampung Utara,2019,perempuan,23.43
Way Kanan,2019,perempuan,16.73
Tulangbawang,2019,perempuan,17.55
Pesawaran,2019,perempuan,24.48
Pringsewu,2019,perempuan,28.63
Mesuji,2019,perempuan,9.92
Tulang Bawang Barat,2019,perempuan,18.81
Pesisir Barat,2019,perempuan,25.81
Kota Bandar Lampung,2019,perempuan,54.69
Kota Metro,2019,perempuan,56
KEP. BANGKA BELITUNG,2019,perempuan,30.76
Bangka,2019,perempuan,33.1
Belitung,2019,perempuan,35.51
Bangka Barat,2019,perempuan,22.27
Bangka Tengah,2019,perempuan,25.64
Bangka Selatan,2019,perempuan,16.9
Belitung Timur,2019,perempuan,27.02
Kota Pangkal Pinang,2019,perempuan,50.1
KEPULAUAN RIAU,2019,perempuan,55.04
Karimun,2019,perempuan,27.53
Bintan,2019,perempuan,26.79
Natuna,2019,perempuan,29.13
Lingga,2019,perempuan,25.56
Kepulauan Anambas,2019,perempuan,25.18
Kota Batam,2019,perempuan,69.27
Kota Tanjung Pinang,2019,perempuan,52.46
DKI JAKARTA,2019,perempuan,58.88
Kep. Seribu,2019,perempuan,30.93
Kota Jakarta Selatan,2019,perempuan,63.76
Kota Jakarta Timur,2019,perempuan,64.47
Kota Jakarta Pusat,2019,perempuan,59.01
Kota Jakarta Barat,2019,perempuan,52.13
Kota Jakarta Utara,2019,perempuan,53.27
JAWA BARAT,2019,perempuan,28.89
Bogor,2019,perempuan,30.04
Sukabumi,2019,perempuan,13.48
Cianjur,2019,perempuan,13.25
Bandung,2019,perempuan,30.23
Garut,2019,perempuan,17.79
Tasikmalaya,2019,perempuan,14.93
Ciamis,2019,perempuan,18.38
Kuningan,2019,perempuan,17.24
Cirebon,2019,perempuan,18.31
Majalengka,2019,perempuan,13.91
Sumedang,2019,perempuan,22.84
Indramayu,2019,perempuan,14
Subang,2019,perempuan,16.11
Purwakarta,2019,perempuan,24.11
Karawang,2019,perempuan,25.69
Bekasi,2019,perempuan,34.29
Bandung Barat,2019,perempuan,24.16
Pangandaran,2019,perempuan,16.12
Kota Bogor,2019,perempuan,48.51
Kota Sukabumi,2019,perempuan,41.86
Kota Bandung,2019,perempuan,53.15
Kota Cirebon,2019,perempuan,43.6
Kota Bekasi,2019,perempuan,53.23
Kota Depok,2019,perempuan,56.76
Kota Cimahi,2019,perempuan,47.2
Kota Tasikmalaya,2019,perempuan,34.51
Kota Banjar,2019,perempuan,25.59
JAWA TENGAH,2019,perempuan,23.94
Cilacap,2019,perempuan,20.09
Banyumas,2019,perempuan,22.83
Purbalingga,2019,perempuan,18.07
Banjarnegara,2019,perempuan,15.29
Kebumen,2019,perempuan,23.13
Purworejo,2019,perempuan,26.12
Wonosobo,2019,perempuan,13.8
Magelang,2019,perempuan,25.24
Boyolali,2019,perempuan,26.28
Klaten,2019,perempuan,35.03
Sukoharjo,2019,perempuan,41.49
Wonogiri,2019,perempuan,21.11
Karanganyar,2019,perempuan,33.14
Sragen,2019,perempuan,25.8
Grobogan,2019,perempuan,12
Blora,2019,perempuan,20.07
Rembang,2019,perempuan,19.02
Pati,2019,perempuan,22.63
Kudus,2019,perempuan,29.93
Jepara,2019,perempuan,17.57
Demak,2019,perempuan,20.62
Semarang,2019,perempuan,29.12
Temanggung,2019,perempuan,19.32
Kendal,2019,perempuan,21.74
Batang,2019,perempuan,14.31
Pekalongan,2019,perempuan,18.28
Pemalang,2019,perempuan,13.57
Tegal,2019,perempuan,19.09
Brebes,2019,perempuan,12.47
Kota Magelang,2019,perempuan,47.61
Kota Surakarta,2019,perempuan,53.76
Kota Salatiga,2019,perempuan,51.32
Kota Semarang,2019,perempuan,47.15
Kota Pekalongan,2019,perempuan,34.62
Kota Tegal,2019,perempuan,32
D I YOGYAKARTA,2019,perempuan,43
Kulon Progo,2019,perempuan,32.87
Bantul,2019,perempuan,45.67
Gunung Kidul,2019,perempuan,21.87
Sleman,2019,perempuan,53.87
Kota Yogyakarta,2019,perempuan,59.87
JAWA TIMUR,2019,perempuan,24.25
Pacitan,2019,perempuan,17.19
Ponorogo,2019,perempuan,24.01
Trenggalek,2019,perempuan,15.68
Tulungagung,2019,perempuan,21.13
Blitar,2019,perempuan,18.56
Kediri,2019,perempuan,28.41
Malang,2019,perempuan,19.27
Lumajang,2019,perempuan,12.1
Jember,2019,perempuan,15.97
Banyuwangi,2019,perempuan,20.12
Bondowoso,2019,perempuan,12.58
Situbondo,2019,perempuan,13.8
Probolinggo,2019,perempuan,10.81
Pasuruan,2019,perempuan,21.79
Sidoarjo,2019,perempuan,41.57
Mojokerto,2019,perempuan,31.93
Jombang,2019,perempuan,29.81
Nganjuk,2019,perempuan,23.65
Madiun,2019,perempuan,30.92
Magetan,2019,perempuan,23.56
Ngawi,2019,perempuan,19.66
Bojonegoro,2019,perempuan,18.31
Tuban,2019,perempuan,17.74
Lamongan,2019,perempuan,27.08
Gresik,2019,perempuan,41.4
Bangkalan,2019,perempuan,13.12
Sampang,2019,perempuan,8.61
Pamekasan,2019,perempuan,18.29
Sumenep,2019,perempuan,11.15
Kota Kediri,2019,perempuan,37.59
Kota Blitar,2019,perempuan,55.38
Kota Malang,2019,perempuan,42.08
Kota Probolinggo,2019,perempuan,31.34
Kota Pasuruan,2019,perempuan,39.31
Kota Mojokerto,2019,perempuan,55.63
Kota Madiun,2019,perempuan,62.88
Kota Surabaya,2019,perempuan,41.16
Kota Batu,2019,perempuan,38.96
BANTEN,2019,perempuan,35.09
Pandeglang,2019,perempuan,13.26
Lebak,2019,perempuan,9.15
Tangerang,2019,perempuan,26.99
Serang,2019,perempuan,20.11
Kota Tangerang,2019,perempuan,58.37
Kota Cilegon,2019,perempuan,43.33
Kota Serang,2019,perempuan,32.93
Kota Tangerang Selatan,2019,perempuan,63.75
BALI,2019,perempuan,37.68
Jembrana,2019,perempuan,26.29
Tabanan,2019,perempuan,36.2
Badung,2019,perempuan,56.87
Gianyar,2019,perempuan,33.36
Klungkung,2019,perempuan,35.21
Bangli,2019,perempuan,18.13
Karangasem,2019,perempuan,15.3
Buleleng,2019,perempuan,18.49
Kota Denpasar,2019,perempuan,62.33
NUSA TENGGARA BARAT,2019,perempuan,26.74
Lombok Barat,2019,perempuan,23.92
Lombok Tengah,2019,perempuan,17.42
Lombok Timur,2019,perempuan,21.53
Sumbawa,2019,perempuan,29.31
Dompu,2019,perempuan,38.19
Bima,2019,perempuan,35.98
Sumbawa Barat,2019,perempuan,33.58
Lombok Utara,2019,perempuan,17.49
Kota Mataram,2019,perempuan,39.41
Kota Bima,2019,perempuan,56.98
NUSA TENGGARA TIMUR,2019,perempuan,27.2
Sumba Barat,2019,perempuan,25.3
Sumba Timur,2019,perempuan,27.82
Kupang,2019,perempuan,28.34
Timor Tengah Selatan,2019,perempuan,23.3
Timor Tengah Utara,2019,perempuan,23.47
Belu,2019,perempuan,22.64
Alor,2019,perempuan,28.13
Lembata,2019,perempuan,27.31
Flores Timur,2019,perempuan,27.59
Sikka,2019,perempuan,24.27
Ende,2019,perempuan,25.14
Ngada,2019,perempuan,32.53
Manggarai,2019,perempuan,22.44
Rote Ndao,2019,perempuan,23.67
Manggarai Barat,2019,perempuan,17.97
Sumba Tengah,2019,perempuan,24.97
Sumba Barat Daya,2019,perempuan,19.86
Nagekeo,2019,perempuan,27.52
Manggarai Timur,2019,perempuan,14.83
Sabu Raijua,2019,perempuan,24.53
Malaka,2019,perempuan,27.43
Kota Kupang,2019,perempuan,61.66
KALIMANTAN BARAT,2019,perempuan,26.08
Sambas,2019,perempuan,17.63
Bengkayang,2019,perempuan,19.84
Landak,2019,perempuan,19.14
Mempawah,2019,perempuan,24.11
Sanggau,2019,perempuan,18.83
Ketapang,2019,perempuan,20.44
Sintang,2019,perempuan,20.86
Kapuas Hulu,2019,perempuan,24.06
Sekadau,2019,perempuan,18.87
Melawi,2019,perempuan,19.27
Kayong Utara,2019,perempuan,17.59
Kubu Raya,2019,perempuan,27.69
Kota Pontianak,2019,perempuan,54.87
Kota Singkawang,2019,perempuan,33.91
KALIMANTAN TENGAH,2019,perempuan,31
Kotawaringin Barat,2019,perempuan,30.14
Kotawaringin Timur,2019,perempuan,27.41
Kapuas,2019,perempuan,22.24
Barito Selatan,2019,perempuan,31.26
Barito Utara,2019,perempuan,32.07
Sukamara,2019,perempuan,23.6
Lamandau,2019,perempuan,27.21
Seruyan,2019,perempuan,23.55
Katingan,2019,perempuan,24.88
Pulang Pisau,2019,perempuan,25.9
Gunung Mas,2019,perempuan,31.86
Barito Timur,2019,perempuan,34.72
Murung Raya,2019,perempuan,21.65
Kota Palangka Raya,2019,perempuan,63.74
KALIMANTAN SELATAN,2019,perempuan,30.14
Tanah Laut,2019,perempuan,21.62
Kotabaru,2019,perempuan,24.36
Banjar,2019,perempuan,23.75
Barito Kuala,2019,perempuan,20.37
Tapin,2019,perempuan,26.07
Hulu Sungai Selatan,2019,perempuan,24.06
Hulu Sungai Tengah,2019,perempuan,31.01
Hulu Sungai Utara,2019,perempuan,23.04
Tabalong,2019,perempuan,31.5
Tanah Bumbu,2019,perempuan,25.19
Balangan,2019,perempuan,25.3
Kota Banjarmasin,2019,perempuan,46.62
Kota Banjar Baru,2019,perempuan,52.51
KALIMANTAN TIMUR,2019,perempuan,44.59
Paser,2019,perempuan,34.86
Kutai Barat,2019,perempuan,28.56
Kutai Kartanegara,2019,perempuan,39.53
Kutai Timur,2019,perempuan,37.12
Berau,2019,perempuan,40.09
Penajam Paser Utara,2019,perempuan,30.37
Mahakam Ulu,2019,perempuan,32.61
Kota Balikpapan,2019,perempuan,56.58
Kota Samarinda,2019,perempuan,49.84
Kota Bontang,2019,perempuan,56.09
KALIMANTAN UTARA,2019,perempuan,38.42
Malinau,2019,perempuan,32.8
Bulungan,2019,perempuan,39.44
Tana Tidung,2019,perempuan,36.23
Nunukan,2019,perempuan,28.47
Kota Tarakan,2019,perempuan,47.13
